S#,SNAME,SEX,BDATE,HEIGHT,DORM
86342822,谭璐,女,2005-11-26,153.5,西18舍307
92111967,李辉,男,2003-07-15,188.0,东19舍701
42716144,郭丽丽,女,2001-03-13,175.7,东13舍417
95258246,胡淑兰,男,2006-09-05,189.3,西2舍305
22715955,莫鑫,女,2005-12-01,155.1,西20舍612
36450413,曹萍,男,2004-11-18,151.5,东13舍415
98506748,卢桂兰,男,2003-07-07,167.2,西4舍618
35219791,杜凯,男,2001-08-26,183.2,东11舍213
63435794,狄冬梅,女,2005-09-01,164.7,东14舍212
36291258,李淑英,女,2002-02-06,185.3,西5舍105
79508490,李萍,男,2001-02-10,155.9,东1舍301
60761036,刘帅,女,2003-06-13,158.0,西14舍809
60828972,伍艳,男,2004-08-18,153.3,东12舍705
83395808,周桂兰,女,2003-12-31,183.0,西14舍317
15478860,涂楠,男,2005-11-10,166.3,东14舍610
90356705,刘芳,女,2006-08-04,158.5,西5舍316
34893861,陈海燕,男,2000-04-28,163.2,西3舍817
36832105,李玉梅,男,2003-07-05,153.4,西5舍701
37253205,王杰,女,2006-03-26,189.9,西16舍616
19952183,陈红霞,女,2000-06-15,187.5,西1舍518
15342562,陈鹏,女,2006-06-15,154.2,西2舍510
61765496,毛斌,女,2001-05-24,171.9,西10舍116
35335512,赵彬,男,2001-11-06,167.3,东9舍504
56979242,谭霞,女,2004-03-12,160.7,西18舍501
26596736,王勇,男,2003-12-15,189.6,西10舍111
50312198,田金凤,男,2000-05-23,163.0,东3舍803
38090055,徐秀珍,男,2001-02-21,173.5,东11舍412
58501947,马娟,女,2001-12-27,152.4,东5舍807
53182856,张秀荣,男,2006-11-06,155.7,东4舍305
15014085,彭瑜,女,2001-12-27,155.6,西9舍513
86759928,周婷婷,男,2002-06-24,167.6,西7舍307
30721053,吴志强,男,2005-04-04,164.0,西15舍709
76058896,苏涛,女,2000-12-05,151.2,东18舍603
78864364,刘红,女,2005-12-23,173.7,东8舍312
58576214,黄桂荣,男,2003-04-29,154.0,西17舍618
84496505,安红霞,男,2005-02-15,156.1,东11舍515
88915020,吕莹,女,2001-04-25,152.5,西11舍305
43772590,李想,女,2002-01-11,181.3,东3舍513
35433158,杨伟,女,2002-01-25,165.9,东12舍304
54102088,徐金凤,女,2000-12-26,153.0,东19舍209
70992358,徐海燕,男,2002-07-16,179.9,东19舍801
52434321,王凯,男,2000-09-22,183.4,东6舍304
24744487,吕文,女,2004-04-09,169.4,西11舍103
65075207,郭强,男,2001-06-22,180.6,东11舍815
62568974,尤荣,男,2005-03-09,185.3,西5舍414
96640633,刘莉,女,2004-09-20,158.8,西2舍511
19900057,李瑞,男,2002-05-24,157.9,西5舍714
88067199,陶阳,女,2001-03-06,166.0,东13舍607
33908707,刘伟,女,2000-07-20,173.1,东16舍505
12905898,张建国,女,2002-09-27,176.3,西20舍804
88931672,杜桂兰,女,2000-05-08,179.9,西7舍103
37205046,樊桂荣,男,2005-11-21,179.3,西14舍420
97289468,白秀云,女,2006-06-13,166.1,东9舍301
82384471,李建平,男,2003-06-28,184.0,西15舍218
56845114,李军,男,2003-02-19,180.3,东6舍617
73358412,陈丽,女,2001-02-09,179.8,西15舍217
24260721,吴彬,男,2006-01-09,153.1,东14舍502
77808195,潘淑华,男,2001-09-08,172.3,东18舍306
90052717,王欣,女,2001-01-10,174.4,西14舍407
59040842,萧琴,女,2001-07-30,161.1,西18舍720
71861029,刘坤,男,2002-04-19,172.7,东19舍802
18228796,姚阳,女,2005-01-19,176.1,东14舍813
18465048,苗璐,男,2006-05-06,150.3,西13舍605
51329830,吴欣,男,2002-11-06,179.3,西12舍704
16092776,汪玲,男,2001-04-08,183.9,东1舍215
31016365,马云,女,2001-12-27,168.7,西3舍512
62019102,张鹏,女,2003-04-03,184.7,西5舍310
30420171,杨霞,女,2003-01-19,169.0,西15舍211
34232380,张兵,男,2005-07-07,189.6,西4舍414
84003796,向红,男,2006-11-05,168.6,西7舍701
22818881,周宁,女,2005-08-02,178.9,东8舍519
98847204,奚小红,女,2006-02-27,151.2,西11舍108
61667348,张秀荣,女,2005-01-11,153.0,西5舍709
83137238,王瑞,女,2002-06-30,172.0,东17舍111
66184544,熊想,男,2006-05-28,178.9,东19舍708
56897440,王淑兰,男,2004-12-24,150.9,东6舍504
47329746,张建华,男,2001-02-03,186.8,东5舍619
56557624,牛秀云,女,2003-07-27,175.0,西5舍313
43160555,黄桂芝,女,2006-05-17,186.0,西18舍219
75052150,杜建国,男,2005-02-25,162.6,东3舍116
58964531,刘畅,女,2003-02-01,187.5,东11舍307
23809691,李旭,女,2005-12-19,160.7,东20舍309
48303315,黄建国,男,2003-09-17,184.7,东12舍303
79346027,黄斌,女,2004-12-12,159.8,西19舍520
12844197,宋婷婷,男,2000-08-26,171.6,东17舍407
58397825,杜利,女,2002-04-20,167.5,东14舍117
70186979,洪秀荣,女,2000-01-08,174.8,东14舍616
49522934,王杰,男,2006-05-28,155.7,东7舍212
49278458,陈晨,女,2001-11-27,152.2,东5舍411
61634110,高晶,女,2000-02-08,154.9,西13舍109
73916709,陈鹏,男,2000-07-14,181.6,东2舍709
53603773,赵峰,女,2005-12-21,178.1,东17舍307
67717077,李丽丽,男,2006-10-18,180.7,西6舍818
36811818,张洋,女,2000-12-10,175.7,东20舍110
25916064,黄帆,男,2001-06-13,173.0,东1舍716
60583573,张慧,男,2004-06-22,168.5,西14舍709
70641096,薛秀梅,男,2003-01-06,177.2,西17舍510
89201214,赵海燕,女,2006-11-16,161.9,东4舍819
32407018,王杰,男,2003-12-10,168.0,东19舍511
15687021,朱秀华,男,2006-06-15,189.8,东20舍507
14635294,何红,男,2000-11-10,175.7,西5舍107
43979216,陈平,男,2005-05-25,189.6,西11舍315
29544089,严俊,男,2002-01-31,164.2,西9舍101
55570789,江萍,女,2004-04-19,154.4,西12舍715
32292392,胡红,男,2006-11-29,153.2,西11舍419
26435487,郑秀兰,女,2002-07-13,176.6,西7舍315
51449946,雷宇,男,2000-01-27,183.1,东5舍811
38418459,陈磊,女,2000-03-03,151.0,西10舍418
54789237,成志强,男,2001-08-19,170.4,东18舍715
59946800,曹玉珍,女,2004-03-16,181.3,东1舍205
18305291,张雷,女,2003-07-26,169.6,东16舍601
13610062,高玉珍,男,2004-12-18,151.8,东10舍403
76101678,魏雷,女,2003-02-12,169.2,东13舍608
81086936,蔡畅,女,2005-12-08,183.2,西6舍412
76926258,韩秀华,女,2000-06-10,150.2,东12舍618
55559702,张建军,男,2001-04-15,155.7,西10舍319
61657684,冯晨,男,2003-03-11,184.9,西16舍607
80451585,赵波,女,2000-04-28,164.3,东10舍211
67332629,黄晶,女,2002-02-16,164.9,东4舍503
53440298,任坤,男,2004-11-24,182.2,东19舍306
71732815,王琳,女,2003-11-09,157.5,东11舍210
85324244,范建国,男,2005-11-29,177.3,西5舍816
79660904,叶海燕,女,2005-12-07,152.6,东6舍619
34991329,卢鑫,男,2000-06-19,153.3,东8舍314
79199433,房萍,女,2003-01-03,166.6,西2舍615
22963031,李云,女,2000-03-19,165.4,东18舍305
15342804,张燕,男,2001-11-21,169.0,东14舍801
25418568,兰辉,女,2001-11-15,159.1,东4舍118
59155653,姚华,男,2000-02-27,168.2,东5舍419
53474509,王凤兰,男,2000-03-12,158.9,东1舍716
69365406,胡婷,男,2002-10-08,166.4,西16舍720
92208127,柏彬,女,2001-07-04,178.6,西15舍710
48292562,夏俊,男,2006-07-04,156.4,西13舍817
42972603,张林,男,2000-06-18,173.3,东3舍808
38560080,吴刚,女,2003-04-14,162.8,西17舍301
32434784,楚浩,女,2000-12-02,180.4,西2舍405
68521998,蒋浩,女,2001-01-27,156.9,西17舍405
92492673,纪旭,女,2001-06-06,171.8,西1舍719
23525999,臧秀兰,男,2000-09-08,178.1,东17舍604
86368893,罗琴,男,2004-08-20,175.9,东19舍713
29711664,何琳,男,2000-02-01,169.7,西14舍620
33931546,储萍,女,2006-11-12,167.1,东14舍506
49364172,凌佳,男,2003-06-14,167.6,东5舍606
22375989,李桂英,男,2004-09-27,167.7,西14舍319
66194512,翁冬梅,女,2005-09-21,174.3,西13舍615
31709741,胡楠,女,2002-04-22,179.5,东13舍619
73497301,熊秀芳,女,2005-03-16,187.4,东15舍519
96071959,高梅,男,2001-07-12,167.4,西1舍102
24157046,张雷,男,2004-04-16,182.0,东18舍202
89382806,陈淑华,女,2005-07-22,158.6,东13舍704
70525233,刘欢,男,2001-03-26,169.3,西16舍103
31171819,崔宁,男,2002-02-27,151.3,西9舍209
79426146,海志强,男,2003-02-22,157.6,西5舍203
14750053,孙凯,女,2003-08-30,158.3,西13舍107
79944832,施玉梅,男,2000-09-18,171.1,西8舍115
68478874,苏飞,男,2005-07-08,155.5,西12舍120
68614945,姜艳,女,2005-12-07,155.5,东1舍203
97835165,李玉梅,女,2001-01-11,162.7,东8舍403
93696860,曲文,女,2000-07-06,153.2,西8舍202
69511863,吴宇,男,2004-01-08,169.7,西11舍320
25397738,王成,男,2000-04-03,151.5,东1舍717
64645361,黄倩,男,2003-04-17,173.2,西20舍611
10547829,覃想,女,2004-11-10,175.1,西4舍519
44331746,陈宁,男,2003-12-07,187.0,西11舍718
32364328,许雷,女,2005-04-12,180.9,西9舍206
45182702,吴平,男,2005-03-29,164.7,西9舍810
12651159,徐龙,女,2006-08-16,162.8,东17舍611
48120804,李志强,女,2006-08-24,155.2,东7舍514
77973511,易建平,男,2001-12-30,177.8,东5舍314
55676582,张明,女,2003-12-13,151.9,西3舍412
55716829,王桂英,女,2003-01-24,184.6,西12舍709
62039932,孙秀梅,男,2003-05-03,164.9,东4舍401
82292910,左晨,男,2002-09-03,173.7,东6舍616
41619030,赵龙,女,2006-02-06,163.3,东14舍717
72884134,雷淑珍,男,2006-03-27,184.9,西3舍110
37453468,高浩,女,2004-08-08,180.7,西5舍601
47353514,梁桂兰,男,2005-05-25,159.6,西9舍114
20568352,时俊,男,2001-08-21,173.0,西16舍814
19306549,梁秀云,男,2000-08-27,161.4,东13舍616
70016242,陈云,男,2000-12-16,157.0,西5舍306
63386956,莫洁,女,2004-07-07,178.2,东8舍708
29319095,周颖,女,2005-05-08,155.5,东1舍305
15383430,胡峰,男,2001-06-02,170.0,东8舍308
91936083,李雪梅,男,2004-01-11,176.9,西11舍407
56052034,黄平,女,2005-03-20,188.3,东11舍517
32952491,何建平,男,2000-10-15,184.4,东16舍518
90277091,王丹丹,女,2004-07-14,165.2,西6舍708
11078763,李红霞,女,2004-11-03,185.1,东17舍402
93250416,毛雪梅,男,2004-06-29,189.8,东19舍108
76938425,冉婷,女,2006-02-14,189.9,西1舍207
78328505,仇冬梅,女,2005-03-12,161.4,西10舍403
20167466,狄秀兰,女,2002-12-07,164.6,西7舍307
62690114,方红梅,女,2001-03-02,164.5,东1舍807
89009348,王玉珍,女,2006-12-23,186.5,西14舍520
16803304,梁淑珍,男,2004-05-17,190.0,东5舍214
76391277,李超,女,2003-03-04,179.2,西20舍202
43516414,徐敏,女,2004-12-16,178.1,西16舍214
14470537,周桂芝,男,2000-05-01,165.9,东6舍501
21323018,袁鹏,男,2000-01-13,189.5,西7舍506
83333038,雷婷婷,男,2006-02-18,166.8,西8舍201
60822302,王慧,女,2001-03-28,152.3,东19舍510
60559353,刘秀芳,女,2005-01-03,151.0,东6舍516
65248986,刘想,女,2001-08-20,174.0,东14舍407
37097652,张强,女,2005-08-31,170.3,西9舍114
21520117,邵桂荣,男,2005-02-04,159.1,西18舍214
96252520,龙瑜,女,2004-04-01,177.4,西5舍619
59955779,王晨,男,2002-05-06,158.5,西10舍518
95538734,李志强,女,2001-04-20,182.3,东19舍816
72942782,薛雪,女,2004-12-27,185.3,西5舍303
12213250,刘龙,男,2003-10-04,186.3,西19舍519
61591144,梁斌,男,2006-06-07,188.3,东10舍403
93587607,陈俊,女,2006-04-25,188.0,东3舍420
31089351,姚桂芝,男,2005-03-28,181.0,西15舍216
81198390,黄明,男,2003-02-05,170.0,西8舍509
32829910,褚红霞,女,2002-09-13,162.3,西20舍115
17147316,陈秀芳,女,2005-01-22,154.4,西12舍510
42832694,黄玉珍,男,2000-06-07,157.6,东3舍802
83339643,邱秀芳,男,2001-02-17,168.8,西19舍506
99262558,彭帅,女,2004-09-09,173.3,西12舍710
93064433,夏欣,女,2001-05-02,184.6,西19舍805
81946084,李英,女,2002-04-03,159.7,西7舍217
54611592,冯秀华,女,2005-04-14,185.7,东16舍813
19496512,文林,女,2003-05-10,156.5,东4舍818
45028952,喻帆,女,2001-04-01,172.6,东11舍307
40135557,侯慧,女,2000-09-16,175.0,西3舍507
89097207,周东,男,2003-03-31,156.0,东6舍119
47029267,钟龙,女,2005-11-15,155.8,西9舍212
95695480,王旭,女,2006-02-11,183.1,西4舍310
78586751,李淑英,女,2005-09-15,152.7,西9舍310
95263399,吴秀梅,女,2006-05-12,179.5,西11舍716
22905811,姚雷,女,2006-06-15,178.2,西6舍716
31729896,王洋,女,2002-12-28,152.3,东17舍115
20530668,赵丽娟,女,2004-07-01,171.1,东14舍515
62193661,卢秀荣,男,2006-08-09,180.1,西1舍113
96411865,魏宇,男,2002-08-05,183.4,东9舍818
65886434,谢红霞,女,2001-06-30,153.6,东3舍120
69199451,王宇,男,2001-01-22,163.2,东16舍208
15471539,常雪梅,男,2001-11-30,166.3,西14舍503
46923008,李丽丽,女,2004-10-13,155.1,西9舍708
97600972,何旭,男,2004-12-27,168.2,东10舍807
37671338,杨楠,男,2004-10-19,160.7,东1舍213
64054216,王玉梅,女,2002-07-29,160.9,西3舍719
94961399,粟飞,男,2000-04-23,175.5,西3舍119
51605129,赵凤兰,男,2006-04-18,162.3,东17舍602
96045754,金雪梅,男,2002-06-01,179.8,东5舍402
80975689,郭英,男,2002-04-11,171.2,东18舍408
49684583,章秀芳,男,2002-07-12,187.2,东6舍620
58540276,师建,女,2002-12-03,169.8,西11舍411
87666001,叶淑兰,女,2000-10-09,178.1,东11舍510
71790124,徐琳,男,2001-02-19,156.7,东17舍110
18128962,刘鹏,女,2005-09-21,187.8,西16舍806
19599148,钱淑珍,女,2005-11-30,187.6,西12舍320
71201589,张刚,男,2006-10-24,174.1,西5舍202
31420801,徐利,男,2003-09-10,162.9,东1舍514
39087026,吴平,女,2006-09-18,164.9,西12舍114
31739715,高桂花,男,2004-09-28,160.3,东20舍408
35569365,王欣,男,2003-06-20,166.4,西18舍520
39846548,李华,女,2003-04-13,151.5,西7舍406
93037469,钱宁,女,2004-03-10,177.1,西11舍207
37948671,张辉,男,2005-02-18,179.1,东11舍717
99187028,傅文,女,2001-04-28,157.0,东9舍706
61733576,章玉华,女,2002-08-04,161.5,东7舍710
59929225,陈磊,男,2001-04-19,188.9,东7舍410
63157437,秦艳,男,2002-05-07,183.6,东2舍204
88900562,耿建华,男,2004-07-24,162.6,东8舍105
52872560,李林,女,2003-09-10,176.5,西1舍405
82279355,李杨,女,2003-07-28,155.4,东18舍118
20632947,王秀华,女,2002-09-25,162.7,西17舍112
84096832,刘荣,男,2003-08-23,158.6,西11舍808
69558947,黄秀华,女,2000-10-27,158.1,西12舍817
44443817,金桂香,女,2002-07-17,163.0,东17舍504
49395444,尹鹏,女,2006-04-20,163.2,西1舍115
53842434,赖凯,男,2005-09-11,179.7,西18舍218
80647481,刘平,男,2002-07-22,182.1,东8舍106
48160140,梁建华,男,2002-04-17,153.4,东11舍214
90281103,廖淑华,女,2003-11-11,184.8,西6舍719
42118123,吴玉梅,女,2004-01-21,163.1,东2舍113
89620699,吴秀芳,男,2001-02-12,159.1,东10舍116
27327645,郝莉,女,2004-01-07,181.4,东12舍516
90198787,倪明,男,2002-04-02,157.2,西17舍320
52069647,刘玉华,男,2003-12-04,154.4,西16舍503
17772958,孙慧,男,2004-02-02,179.6,西18舍815
92956831,周建国,男,2005-06-04,167.0,西5舍311
19179908,宿东,女,2002-01-23,178.9,东9舍611
22328508,任桂兰,女,2002-11-08,164.5,东2舍219
35241522,张娟,男,2006-09-05,178.8,西1舍402
71810990,董红,女,2001-07-21,172.3,西9舍409
10337625,李秀荣,女,2002-11-28,188.0,东9舍619
75446679,张桂芝,女,2004-07-28,170.2,西12舍405
26012712,马帅,男,2006-04-26,188.0,西8舍420
59829191,谢淑英,男,2000-04-07,178.3,东16舍620
28624286,王冬梅,男,2002-10-30,154.6,东4舍411
49808155,王涛,男,2001-01-27,162.5,东12舍615
11317830,程婷,女,2000-08-06,165.4,西1舍618
78322654,曾敏,男,2002-01-18,164.0,东13舍812
41625478,张帅,男,2006-09-16,186.9,西17舍419
63862116,高军,男,2004-04-19,176.0,西19舍707
38809254,兰桂花,女,2002-05-01,177.2,西10舍112
91791703,许杰,女,2005-01-03,172.4,西16舍511
66389209,李桂兰,女,2002-01-16,180.9,西5舍503
92697139,钟秀荣,男,2001-01-20,185.9,东18舍412
61970777,萧娟,男,2002-04-30,166.9,东7舍116
30148335,管欢,男,2006-12-15,156.6,西6舍614
13896943,王欢,男,2006-03-09,157.7,西13舍807
19973805,崔兵,男,2003-04-06,185.6,西2舍602
93041070,邓雪,男,2004-08-09,189.1,西18舍807
86218499,黄洋,男,2000-11-25,174.8,西10舍608
21789253,刘英,女,2003-09-19,183.3,东16舍510
22193101,杨晶,女,2005-11-05,173.3,东8舍705
60917290,张桂英,男,2001-11-02,154.8,西12舍606
78173120,倪楠,女,2006-03-18,170.1,东6舍216
56331565,张桂珍,男,2006-11-03,164.0,西14舍217
22969496,李荣,女,2000-01-30,184.1,西13舍419
83469171,杨欢,女,2005-02-23,187.6,东1舍616
56928821,洪建平,男,2006-11-14,161.5,西13舍805
76987200,陈燕,女,2006-03-09,187.8,西12舍813
42216003,王桂花,女,2001-05-26,183.4,西9舍206
98915237,常燕,男,2005-01-26,181.4,西10舍104
11219517,姜建军,女,2006-12-18,167.5,东9舍818
87507659,邵利,男,2005-09-26,176.3,西20舍313
22285650,张婷婷,女,2000-05-17,162.8,东7舍815
52191237,杨洁,女,2000-10-20,187.1,东8舍807
42744709,阮婷,女,2003-04-20,183.5,东14舍301
16005342,周洁,女,2006-01-03,171.3,西5舍706
16146002,刘桂荣,女,2000-03-20,168.4,东2舍404
61095731,姚鹏,男,2004-05-28,169.0,东18舍610
57220398,邹亮,女,2003-07-15,187.2,东18舍317
14842617,仲桂荣,女,2005-12-31,185.4,东20舍302
52944631,李春梅,男,2001-03-30,186.1,东1舍805
87008797,刘凯,男,2002-11-04,178.0,西5舍401
32103650,王静,男,2002-09-21,162.4,西1舍609
79450869,王玉兰,男,2000-01-12,154.5,西5舍502
66388466,柴玉华,女,2006-01-24,167.4,西10舍102
48231877,冯宁,女,2002-11-19,152.2,东11舍714
94612888,王玲,女,2004-05-27,179.4,西14舍714
86231794,毛淑英,女,2004-02-09,165.9,西4舍518
48931940,董洁,男,2006-11-05,154.2,西9舍411
71669508,孙波,女,2000-03-28,167.7,西11舍609
59947212,李雷,男,2006-02-27,174.2,东2舍818
88620940,梁淑华,女,2006-07-16,157.9,东19舍119
63407043,罗静,男,2001-09-06,150.4,东2舍513
19779248,刘想,男,2004-04-01,189.9,东5舍702
94691563,陶慧,男,2004-07-20,181.3,西12舍812
71736941,韦伟,女,2000-11-15,178.9,东11舍616
67445426,石芳,男,2000-04-03,181.0,东14舍712
39738454,纪成,男,2003-07-16,152.3,东9舍103
63479356,陶桂花,女,2000-08-06,180.8,东14舍514
58137588,刘晶,女,2006-02-12,161.9,西1舍317
63579881,纪海燕,男,2005-10-12,172.9,西10舍112
91125562,郭春梅,女,2000-12-12,160.8,西1舍213
27800320,陈超,女,2001-12-04,184.9,西5舍212
15838411,刘伟,男,2000-08-07,167.7,东18舍313
72362076,朱秀珍,男,2006-11-04,169.0,东5舍818
51239619,许海燕,男,2001-10-15,163.6,东5舍512
66367746,蔡英,女,2001-08-09,163.0,西11舍209
11609072,孙宇,女,2003-12-05,155.6,东1舍109
88591663,向勇,女,2001-08-16,170.6,西17舍312
21893372,薛雷,男,2004-03-01,170.3,东18舍805
72592577,朱伟,女,2002-09-04,188.8,东11舍310
19415609,周丹丹,男,2000-09-20,188.5,东9舍511
94673073,甄淑珍,女,2004-12-29,150.4,东1舍704
36411500,罗静,男,2004-02-08,177.4,东10舍801
15186884,邓春梅,男,2005-10-06,177.1,东5舍415
72288517,王岩,女,2005-10-29,159.9,东20舍514
22195758,张玉华,女,2003-04-29,182.8,东19舍511
21744435,邓桂芳,女,2003-12-02,152.7,西15舍213
61486673,许斌,男,2002-02-06,157.8,西18舍819
82466951,梁建平,女,2004-11-18,153.6,西19舍701
40106872,石建国,女,2002-05-13,164.7,东13舍101
89770695,刘磊,女,2001-08-26,174.9,西7舍204
89443869,闵丽,女,2001-05-31,178.1,东3舍511
40150759,王兰英,男,2001-04-16,167.0,东6舍306
74738302,杜海燕,男,2004-03-12,184.7,东1舍514
96677337,常辉,男,2004-07-07,179.1,西10舍404
53595938,李静,女,2002-08-29,153.7,东20舍101
84830106,刘玉珍,男,2000-09-24,170.3,西3舍616
97825899,文华,女,2005-05-19,158.0,东4舍519
92080112,罗俊,男,2005-11-30,178.5,西11舍607
70802824,曹海燕,男,2003-11-17,156.2,东10舍214
84460374,彭桂珍,男,2006-12-11,155.9,东18舍314
58050235,张文,男,2004-03-12,174.3,西2舍709
56997012,张雷,男,2005-03-20,176.8,西17舍413
96034292,李晶,女,2006-08-06,163.4,西3舍406
13496125,王娟,女,2000-10-14,152.6,东15舍818
35242228,吴冬梅,男,2006-09-27,184.8,东7舍817
71321435,马雪,女,2003-11-27,173.1,东2舍320
14913353,王旭,男,2005-01-23,159.1,西20舍817
19235919,许海燕,女,2003-03-06,164.1,东1舍502
54790594,胡玉珍,女,2003-06-05,159.4,东10舍703
77516462,陈小红,女,2000-04-18,150.9,西14舍509
